"ISSCAAP"	"TAXOCODE"	"3A_CODE"	"Scientific_name"	"English_name"	"French_name"	"Spanish_name"	"Author"	"Family"	"Order"	"Stats_data"
"25"	"1020100101"	"LAU"	"Petromyzon marinus"	"Sea lamprey"	"Lamproie marine"	"Lamprea marina"	"Linnaeus 1758"	"Petromyzontidae"	"PETROMYZONTIFORMES"	1
"25"	"1020100201"	"LAR"	"Lampetra fluviatilis"	"River lamprey"	"Lamproie de rivière"	"Lamprea de río"	"(Linnaeus 1758)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	1
"25"	"1020100203"	"IDK"	"Lampetra aepyptera"	"Least brook lamprey"	"Petite lamproie de ruisseau"		"(Abbott 1860)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100204"	"IDL"	"Lampetra ayresii"	"Western American river lamprey"	"Lamproie de rivière de l’Ouest"		"(Günther 1870)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100205"	"IDN"	"Lampetra planeri"	"European brook lamprey"	"Lamproie de ruisseau d'Europe"		"(Bloch 1784)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100206"	"IDO"	"Lampetra richardsoni"	"Western brook lamprey"	"Lamproie occidentale"		"Vladykov & Follett 1965"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100207"	"IKQ"	"Lampetra lanceolata"	"Turkish brook lamprey"	"Lamproie de ruisseau turque"		"Kux & Steiner 1972"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100208"	"IKR"	"Lampetra pacifica"	"Pacific brook lamprey"	"Lamproie de ruisseau du Pacif."		"Vladykov 1973"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100401"	"LAY"	"Ichthyomyzon unicuspis"	"Silver lamprey"	"Lamproie argentée"		"Hubbs & Trautman 1937"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100402"	"IDE"	"Ichthyomyzon bdellium"	"Ohio lamprey"	"Lamproie de l’Ohio"		"(Jordan 1885)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100403"	"IDG"	"Ichthyomyzon castaneus"	"Chestnut lamprey"	"Lamproie brune"		"Girard 1858"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100404"	"IDH"	"Ichthyomyzon fossor"	"Northern brook lamprey"	"Lamproie du Nord"		"Reighard & Cummins 1916"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100405"	"IDI"	"Ichthyomyzon gagei"	"Southern brook lamprey"	"Lamproie méridionale"		"Hubbs & Trautman 1937"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100406"	"IDJ"	"Ichthyomyzon greeleyi"	"Mountain brook lamprey"	"Lamproie d’Allegheny"		"Hubbs & Trautman 1937"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100501"	"LAF"	"Eudontomyzon mariae"	"Ukrainian brook lamprey"	"Lamproie ukrainienne"		"(Berg 1931)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100502"	"ICJ"	"Eudontomyzon danfordi"	"Carpathian lamprey"	"Lamproie carpathique"		"Regan 1911"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100503"	"IKG"	"Eudontomyzon graecus"				"Renaud & Economidis 2010"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100504"	"IKJ"	"Eudontomyzon hellenicus"	"Greek brook lamprey"	"Lamproie de ruisseau grecque"		"Vladykov, Renaud, Kott & Economidis 1982"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100505"	"IKL"	"Eudontomyzon morii"	"Korean lamprey"	"Lamproie coréenne"		"(Berg 1931)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020100901"	"LAW"	"Caspiomyzon wagneri"	"Caspian lamprey"	"Lamproie caspienne"		"(Kessler 1870)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101101"	"LSZ"	"Lethenteron camtschaticum"	"Arctic lamprey"	"Lamproie arctique"		"(Tilesius 1811)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101102"	"IDQ"	"Lethenteron kessleri"	"Siberian lamprey"	"Lamproie de Sibérie"		"(Anikin 1905)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101103"	"IDT"	"Lethenteron ninae"	"Western Transcaucasian lamprey"	"Lamproie de la Transcaucasie"		"Naseka, Tuniyev & Renaud 2009"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101104"	"IDU"	"Lethenteron reissneri"	"Far Eastern brook lamprey"	"Lamproie de l’Extrême–Orient"		"(Dybowski 1869)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101105"	"IDV"	"Lethenteron zanandreai"	"Lombardy brook lamprey"	"Lamproie de Lombardie"		"Vladykov 1955"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101106"	"IKT"	"Lethenteron alaskense"	"Alaskan brook lamprey"	"Lamproie de ruisseau d’Alaska"		"Vladykov & Kott 1978"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101107"	"IKU"	"Lethenteron appendix"	"American brook lamprey"	"Lamproie de l'Est"		"(DeKay 1842)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101202"	"LAO"	"Entosphenus tridentatus"	"Pacific lamprey"	"Lamproie du Pacifique"	"Lamprea del Pacífico"	"(Richardson 1836)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101203"	"IJX"	"Entosphenus folletti"	"Northern California lamprey"	"Lamproie de Californie septen."		"Vladykov & Kott 1976"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101204"	"IJY"	"Entosphenus hubbsi"	"Kern brook lamprey"	"Lamproie de Californie centr."		"Vladykov & Kott 1976"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101205"	"IJZ"	"Entosphenus lethophagus"	"Pit–Klamath brook lamprey"	"Lamproie du bassin Pit–Klamath"		"(Hubbs 1971)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101206"	"IKD"	"Entosphenus macrostomus"	"Vancouver lamprey"	"Lamproie de l’île de Vancouver"		"(Beamish 1982)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101207"	"IKE"	"Entosphenus minimus"	"Miller Lake lamprey"	"Lamproie du lac Miller"		"(Bond & Kan 1973)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101208"	"IKF"	"Entosphenus similis"	"Klamath lamprey"	"Lamproie de la rivière Klamath"		"Vladykov & Kott 1979"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101301"	"IKV"	"Tetrapleurodon geminis"	"Jacona lamprey"	"Lamproie de Jacona"	"Lamprea de Jacona"	"Álvarez del Villar 1966"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"1020101302"	"IKW"	"Tetrapleurodon spadiceus"	"Chapala lamprey"	"Lamproie mexicaine"	"Lamprea de Chapala"	"(Bean 1887)"	"Petromyzontidae"	"PETROMYZONTIFORMES"	0
"25"	"10201XXXXX"	"LAS"	"Petromyzontidae"	"Lampreys nei"	"Lamproies nca"	"Lampreas nep"		"Petromyzontidae"	"PETROMYZONTIFORMES"	1
"25"	"1020200101"	"ICE"	"Mordacia lapicida"	"Chilean lamprey"	"Lamproie du Chili"		"(Gray 1851)"	"Mordaciidae"	"PETROMYZONTIFORMES"	0
"25"	"1020200102"	"ICF"	"Mordacia praecox"				"Potter 1968"	"Mordaciidae"	"PETROMYZONTIFORMES"	0
"25"	"1020200103"	"LAK"	"Mordacia mordax"	"Australian lamprey"	"Lamproie australienne"		"(Richardson 1846)"	"Mordaciidae"	"PETROMYZONTIFORMES"	0
"25"	"1020300701"	"LAE"	"Geotria australis"	"Pouched lamprey"	"Lamproie saccifère"		"Gray 1851"	"Geotriidae"	"PETROMYZONTIFORMES"	0
"33"	"1030300201"	"MYP"	"Paramyxine atami"	"Brown hagfish"			"Dean 1904"	"Myxinidae"	"MYXINIFORMES"	0
"33"	"1030300301"	"MYG"	"Myxine glutinosa"	"Hagfish"	"Myxine"	"Pez moco"	"Linnaeus 1758"	"Myxinidae"	"MYXINIFORMES"	0
"33"	"1030300401"	"MYE"	"Nemamyxine elongata"				"Richardson 1958"	"Myxinidae"	"MYXINIFORMES"	0
"33"	"1030300601"	"MYB"	"Eptatretus burgeri"	"Inshore hagfish"			"(Girard 1855)"	"Myxinidae"	"MYXINIFORMES"	0
"33"	"1030300602"	"MYU"	"Eptatretus stoutii"	"Pacific hagfish"			"(Lockington 1878)"	"Myxinidae"	"MYXINIFORMES"	0
"33"	"1030300603"	"MWC"	"Eptatretus cirrhatus"	"Broadgilled hagfish"			"(Forster 1801)"	"Myxinidae"	"MYXINIFORMES"	1
"33"	"10303XXXXX"	"MYX"	"Myxinidae"	"Hagfishes nei"	"Mixynes nca"	"Mixinos nep"		"Myxinidae"	"MYXINIFORMES"	1
"38"	"1040100101"	"HEF"	"Heterodontus francisci"	"Horn shark"	"Requin dormeur cornu"	"Dormilón cornudo"	"(Girard 1855)"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"1040100102"	"HEG"	"Heterodontus galeatus"	"Crested bullhead shark"	"Requin dormeur à crête"	"Dormilón carenado"	"(Günther 1870)"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"1040100103"	"HEJ"	"Heterodontus japonicus"	"Japanese bullhead shark"	"Requin dormeur nekozame"	"Dormilón japonés"	"Macleay 1884"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"1040100104"	"HEM"	"Heterodontus mexicanus"	"Mexican hornshark"	"Requin dormeur buffle"	"Dormilón búfalo"	"Taylor & Castro-Aguirre 1972"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"1040100105"	"HEK"	"Heterodontus portusjacksoni"	"Port Jackson shark"	"Requin dormeur taureau"	"Dormilón toro"	"(Meyer 1793)"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"1040100106"	"HEQ"	"Heterodontus quoyi"	"Galapagos bullhead shark"	"Requin dormeur bouledogue"	"Dormilón de Galápagos"	"(Fréminville 1840)"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"1040100107"	"HEA"	"Heterodontus ramalheira"	"Whitespotted bullhead shark"	"Requin dormeur chabot"	"Dormilón boquigrande"	"(Smith 1949)"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"1040100108"	"HEZ"	"Heterodontus zebra"	"Zebra bullhead shark"	"Requin dormeur zébré"	"Dormilón acebrado"	"(Gray 1831)"	"Heterodontidae"	"HETERODONTIFORMES"	0
"38"	"104XXXXXXX"	"HDQ"	"Heterodontiformes"	"Bullhead sharks"					"HETERODONTIFORMES"	0
"38"	"1050100101"	"HXC"	"Chlamydoselachus anguineus"	"Frilled shark"	"Requin lézard"	"Tiburón anguila"	"Garman 1884"	"Chlamydoselachidae"	"HEXANCHIFORMES"	0
"38"	"1050100102"	"HWR"	"Chlamydoselachus africana"	"African frilled shark"			"Ebert & Compagno 2009"	"Chlamydoselachidae"	"HEXANCHIFORMES"	0
"38"	"1050200201"	"SBL"	"Hexanchus griseus"	"Bluntnose sixgill shark"	"Requin griset"	"Cañabota gris"	"(Bonnaterre 1788)"	"Hexanchidae"	"HEXANCHIFORMES"	1
"38"	"1050200202"	"HXN"	"Hexanchus nakamurai"	"Bigeyed sixgill shark"			"Teng 1962"	"Hexanchidae"	"HEXANCHIFORMES"	0
"38"	"1050200301"	"HXT"	"Heptranchias perlo"	"Sharpnose sevengill shark"	"Requin perlon"	"Cañabota bocadulce"	"(Bonnaterre 1788)"	"Hexanchidae"	"HEXANCHIFORMES"	1
"38"	"1050200502"	"NTC"	"Notorynchus cepedianus"	"Broadnose sevengill shark"	"Platnez"	"Cañabota gata"	"(Péron 1807)"	"Hexanchidae"	"HEXANCHIFORMES"	1
"38"	"105XXXXXXX"	"HXW"	"Hexanchiformes"	"Frilled and cow sharks"					"HEXANCHIFORMES"	0
"38"	"1060100301"	"BSK"	"Cetorhinus maximus"	"Basking shark"	"Pèlerin"	"Peregrino"	"(Gunnerus 1765)"	"Cetorhinidae"	"LAMNIFORMES"	1
"38"	"1060200501"	"CCT"	"Carcharias taurus"	"Sand tiger shark"	"Requin taureau"	"Toro bacota"	"Rafinesque 1810"	"Odontaspididae"	"LAMNIFORMES"	1
"38"	"1060200502"	"LOU"	"Carcharias tricuspidatus"	"Indian sand tiger"			"Day 1878"	"Odontaspididae"	"LAMNIFORMES"	0
"38"	"1060200601"	"LOO"	"Odontaspis ferox"	"Smalltooth sand tiger"	"Requin féroce"	"Solrayo"	"(Risso 1810)"	"Odontaspididae"	"LAMNIFORMES"	0
"38"	"1060200602"	"ODH"	"Odontaspis noronhai"	"Bigeye sand tiger shark"	"Requin noronhai"	"Solrayo ojigrande"	"(Maul 1955)"	"Odontaspididae"	"LAMNIFORMES"	0
"38"	"1060301201"	"LMO"	"Mitsukurina owstoni"	"Goblin shark"	"Requin lutin"	"Tiburón duende"	"Jordan 1898"	"Mitsukurinidae"	"LAMNIFORMES"	0
"38"	"1060403601"	"PSK"	"Pseudocarcharias kamoharai"	"Crocodile shark"	"Requin crocodile"	"Tiburón cocodrilo"	"(Matsubara 1936)"	"Pseudocarchariidae"	"LAMNIFORMES"	1
"38"	"1060500101"	"LMP"	"Megachasma pelagios"	"Megamouth shark"	"Requin grande guele"	"Tiburón bocudo"	"Taylor, Compagno & Struhsaker 1983"	"Megachasmidae"	"LAMNIFORMES"	0
"38"	"1060600601"	"ALV"	"Alopias vulpinus"	"Thresher"	"Renard"	"Zorro"	"(Bonnaterre 1788)"	"Alopiidae"	"LAMNIFORMES"	1
"38"	"1060600602"	"PTH"	"Alopias pelagicus"	"Pelagic thresher"	"Renard pélagique"	"Zorro pelágico"	"Nakamura 1935"	"Alopiidae"	"LAMNIFORMES"	1
"38"	"1060600603"	"BTH"	"Alopias superciliosus"	"Bigeye thresher"	"Renard à gros yeux"	"Zorro ojón"	"(Lowe 1841)"	"Alopiidae"	"LAMNIFORMES"	1
"38"	"10606006XX"	"THR"	"Alopias spp"	"Thresher sharks nei"	"Renards de mer nca"	"Zorros nep"		"Alopiidae"	"LAMNIFORMES"	1
"38"	"1060800201"	"SMA"	"Isurus oxyrinchus"	"Shortfin mako"	"Taupe bleue"	"Marrajo dientuso"	"Rafinesque 1810"	"Lamnidae"	"LAMNIFORMES"	1
"38"	"1060800203"	"LMA"	"Isurus paucus"	"Longfin mako"	"Petite taupe"	"Marrajo carite"	"Guitart Manday 1966"	"Lamnidae"	"LAMNIFORMES"	1
"38"	"10608002XX"	"MAK"	"Isurus spp"	"Mako sharks"	"Taupes"	"Marrajos"		"Lamnidae"	"LAMNIFORMES"	1
"38"	"1060800301"	"POR"	"Lamna nasus"	"Porbeagle"	"Requin-taupe commun"	"Marrajo sardinero"	"(Bonnaterre 1788)"	"Lamnidae"	"LAMNIFORMES"	1
"38"	"1060800303"	"LMD"	"Lamna ditropis"	"Salmon shark"	"Requin-taupe saumon"	"Marrajo salmón"	"Hubbs & Follett 1947"	"Lamnidae"	"LAMNIFORMES"	0
"38"	"1060800701"	"WSH"	"Carcharodon carcharias"	"Great white shark"	"Grand requin blanc"	"Jaquetón blanco"	"(Linnaeus 1758)"	"Lamnidae"	"LAMNIFORMES"	1
"38"	"10608XXXXX"	"MSK"	"Lamnidae"	"Mackerel sharks,porbeagles nei"	"Requins taupe nca"	"Jaquetones,marrajos nep"		"Lamnidae"	"LAMNIFORMES"	1
"38"	"106XXXXXXX"	"LMZ"	"Lamniformes"	"Mackerel sharks"					"LAMNIFORMES"	0
"38"	"1070100101"	"OSF"	"Stegostoma fasciatum"	"Zebra shark"	"Requin zèbre"	"Tiburón acebrado"	"(Hermann 1783)"	"Stegostomatidae"	"ORECTOLOBIFORMES"	0
"38"	"1070200101"	"ORE"	"Eucrossorhinus dasypogon"	"Tasselled wobbegong"	"Requin-tapis barbu"	"Tapicero barbudo"	"(Bleeker 1867)"	"Orectolobidae"	"ORECTOLOBIFORMES"	0
"38"	"1070200201"	"ORJ"	"Orectolobus japonicus"	"Japanese wobbegong"	"Requin-tapis moustache"	"Tapicero japonés"	"Regan 1906"	"Orectolobidae"	"ORECTOLOBIFORMES"	0
"38"	"1070200202"	"ORT"	"Orectolobus maculatus"	"Spotted wobbegong"	"Requin-tapis tacheté"	"Tapicero manchado"	"(Bonnaterre 1788)"	"Orectolobidae"	"ORECTOLOBIFORMES"	0
"38"	"1070200203"	"ORO"	"Orectolobus ornatus"	"Ornate wobbegong"	"Requin-tapis paste"	"Tapicero ornamentado"	"(De Vis 1883)"	"Orectolobidae"	"ORECTOLOBIFORMES"	0
"38"	"1070200204"	"ORV"	"Orectolobus wardi"	"Northern wobbegong"	"Requin-tapis savetier"	"Tapicero zapatilla"	"Whitley 1939"	"Orectolobidae"	"ORECTOLOBIFORMES"	0
"38"	"1070200301"	"ORS"	"Sutorectus tentaculatus"	"Cobbler wobbegong"	"Requin-tapis cordonnier"	"Tapicero zapatudo"	"(Peters 1864)"	"Orectolobidae"	"ORECTOLOBIFORMES"	0
"38"	"1070300901"	"GNC"	"Ginglymostoma cirratum"	"Nurse shark"	"Requin-nourrice"	"Gata nodriza"	"(Bonnaterre 1788)"	"Ginglymostomatidae"	"ORECTOLOBIFORMES"	1
"38"	"1070300902"	"ORX"	"Ginglymostoma brevicaudatum"	"Short-tail nurse shark"	"Requin nourrice à queue courte"	"Gata nodriza rabicorta"	"Günther 1867"	"Ginglymostomatidae"	"ORECTOLOBIFORMES"	0
"38"	"10703009XX"	"GNG"	"Ginglymostoma spp"	"Nurse sharks nei"	"Requins-nourrices nca"	"Gatas nodrizas nep"		"Ginglymostomatidae"	"ORECTOLOBIFORMES"	0
"38"	"1070302401"	"ORZ"	"Nebrius ferrugineus"	"Tawny nurse shark"	"Requin nourrice fauve"	"Gata nodriza atezada"	"(Lesson 1831)"	"Ginglymostomatidae"	"ORECTOLOBIFORMES"	0
"38"	"1070400201"	"ORF"	"Hemiscyllium freycineti"	"Indonesia speckled carpetshark"	"Requin-chabot grivelé"	"Bamboa jaspeada"	"(Quoy & Gaimard 1824)"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070400202"	"ORK"	"Hemiscyllium hallstromi"	"Papuan epaulette shark"	"Requin-chabot épaulette"	"Bamboa hombrera"	"Whitley 1967"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070400203"	"ORN"	"Hemiscyllium ocellatum"	"Epaulette shark"	"Requin-chabot ocellé"	"Bamboa ocellada"	"(Bonnaterre 1788)"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070400204"	"ORQ"	"Hemiscyllium strahani"	"Hooded carpetshark"	"Requin-chabot moine"	"Bamboa capuchona"	"Whitley 1967"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070400205"	"ORW"	"Hemiscyllium trispeculare"	"Speckled carpetshark"	"Requin-chabot marquéterie"	"Bamboa moteada"	"Richardson 1843"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401501"	"ORA"	"Chiloscyllium arabicum"	"Arabian carpetshark"	"Requin-chabot camot"	"Bamboa arábiga"	"Gubanov 1980"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401502"	"ORP"	"Chiloscyllium caerulopunctatum"	"Bluespotted bambooshark"	"Requin-chabot à taches bleues"	"Bamboa estrellada"	"Pellegrin 1914"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401503"	"ORR"	"Chiloscyllium griseum"	"Grey bambooshark"	"Requin-chabot gris"	"Bamboa gris"	"Müller & Henle 1838"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401504"	"ORI"	"Chiloscyllium indicum"	"Slender bambooshark"	"Requin-chabot élégant"	"Bamboa elegante"	"(Gmelin 1789)"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401505"	"ORH"	"Chiloscyllium plagiosum"	"Whitespotted bambooshark"	"Requin-chabot taches blanches"	"Bamboa punteada"	"(Bennett 1830)"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401506"	"ORB"	"Chiloscyllium punctatum"	"Brownbanded bambooshark"	"Requin-chabot bambou"	"Bamboa estriada"	"Müller & Henle 1838"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401507"	"KYL"	"Chiloscyllium burmensis"	"Burmese bambooshark"	"Requin-chabot birman"	"Bamboa birmana"	"Dingerkus & DeFino 1983"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070401508"	"YYL"	"Chiloscyllium hasselti"	"Hasselt's bambooshark"	"Requin-chabot de Hasselt"	"Bamboa de Hasselt"	"Bleeker 1852"	"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"10704015XX"	"OQX"	"Chiloscyllium spp"	"Bamboosharks nei"				"Hemiscylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070500401"	"RHN"	"Rhincodon typus"	"Whale shark"	"Requin baleine"	"Tiburón ballena"	"Smith 1828"	"Rhincodontidae"	"ORECTOLOBIFORMES"	0
"38"	"1070600101"	"OBW"	"Brachaelurus waddi"	"Blind shark"	"Requin aveugle des roches"	"Tiburón ciego de roca"	"(Bloch & Schneider 1801)"	"Brachaeluridae"	"ORECTOLOBIFORMES"	0
"38"	"1070600201"	"OBH"	"Heteroscyllium colcloughi"	"Bluegray carpetshark"	"Requin aveugle gris-bleu"	"Tiburón ciego gris"	"(Ogilby 1908)"	"Brachaeluridae"	"ORECTOLOBIFORMES"	0
"38"	"1070700101"	"OPC"	"Cirrhoscyllium expolitum"	"Barbelthroat carpetshark"	"Requin carpette à moustache"	"Alfombrera barbuda"	"Smith & Radcliffe 1913"	"Parascylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070700102"	"OPF"	"Cirrhoscyllium formosanum"	"Taiwan saddled carpetshark"	"Requin carpette chin"	"Alfombrera de Taiwan"	"Teng 1959"	"Parascylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070700103"	"OPJ"	"Cirrhoscyllium japonicum"	"Saddle carpetshark"	"Requin carpette chat"	"Alfombrera japonesa"	"Kamohara 1943"	"Parascylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070700201"	"OPY"	"Parascyllium collare"	"Collared carpetshark"	"Requin carpette à collarette"	"Alfombrera collareja"	"Ramsay & Ogilby 1888"	"Parascylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070700202"	"OPE"	"Parascyllium ferrugineum"	"Rusty carpetshark"	"Requin carpette roux"	"Alfombrera mohosa"	"McCulloch 1911"	"Parascylliidae"	"ORECTOLOBIFORMES"	0
"38"	"1070700204"	"OPV"	"Parascyllium variolatum"	"Necklace carpetshark"	"Requin carpette à collier"	"Alfombrera colarina"	"(Duméril 1853)"	"Parascylliidae"	"ORECTOLOBIFORMES"	0
"38"	"107XXXXXXX"	"OCX"	"Orectolobiformes"	"Carpet sharks"					"ORECTOLOBIFORMES"	0
"38"	"1080100101"	"GAA"	"Galeus arae"	"Roughtail catshark"	"Chien à queue rude"	"Pintarroja rabolija"	"(Nichols 1927)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100102"	"GAB"	"Galeus boardmani"	"Australian sawtail catshark"	"Chien égoine"	"Pintarroja australiana"	"(Whitley 1928)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100103"	"GAE"	"Galeus eastmani"	"Gecko catshark"	"Chien gecko"	"Pintarroja salamanquesa"	"(Jordan & Snyder 1904)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100104"	"SHO"	"Galeus melastomus"	"Blackmouth catshark"	"Chien espagnol"	"Pintarroja bocanegra"	"Rafinesque 1810"	"Scyliorhinidae"	"CARCHARHINIFORMES"	1
"38"	"1080100105"	"GAO"	"Galeus longirostris"				"Tachikawa & Taniuchi 1987"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100106"	"GAM"	"Galeus murinus"	"Mouse catshark"	"Chien islandais"	"Pintarroja islándica"	"(Collett 1904)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	1
"38"	"1080100107"	"GAN"	"Galeus nipponensis"	"Broadfin sawtail catshark"	"Chien planeur"	"Pintarroja nipona"	"Nakaya 1975"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100108"	"GAP"	"Galeus piperatus"	"Peppered catshark"	"Chien poivré"	"Pejegato pimienta"	"Springer & Wagner 1966"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100109"	"GAQ"	"Galeus polli"	"African sawtail catshark"	"Chien râpe"	"Pintarroja africana"	"Cadenat 1959"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100110"	"GAI"	"Galeus sauteri"	"Blacktip sawtail catshark"	"Chien lime"	"Pintarroja rabonegro"	"(Jordan & Richardson 1909)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100111"	"GAH"	"Galeus schultzi"	"Dwarf sawtail catshark"	"Chien nain"	"Pintarroja enana"	"Springer 1979"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100112"	"GHA"	"Galeus atlanticus"	"Atlantic sawtail catshark"		"Olayo atlántico"	"(Vaillant 1888)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"10801001XX"	"GAU"	"Galeus spp"	"Crest-tail catsharks nei"	"Chiens galeus nca"	"Pintarrojas nep"		"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100301"	"SYC"	"Scyliorhinus canicula"	"Small-spotted catshark"	"Petite roussette"	"Pintarroja"	"(Linnaeus 1758)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	1
"38"	"1080100302"	"SYT"	"Scyliorhinus stellaris"	"Nursehound"	"Grande roussette"	"Alitán"	"(Linnaeus 1758)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	1
"38"	"1080100303"	"SYB"	"Scyliorhinus besnardi"	"Polkadot catshark"	"Roussette polka"	"Alitán de lunares"	"Springer & Sadowsky 1970"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100304"	"SYA"	"Scyliorhinus boa"	"Boa catshark"	"Roussette boa"	"Alitán boa"	"Goode & Bean 1896"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100305"	"SYP"	"Scyliorhinus capensis"	"Yellowspotted catshark"	"Roussette à taches jaunes"	"Alitán de manchas amarillas"	"(Smith 1838)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100306"	"SYE"	"Scyliorhinus cervigoni"	"West African catshark"	"Roussette thalassa"	"Alitán africano"	"Maurin & Bonnet 1970"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100307"	"SYG"	"Scyliorhinus garmani"	"Brownspotted catshark"	"Roussette à taches brunes"	"Alitán manchado"	"(Fowler 1934)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
"38"	"1080100308"	"SYH"	"Scyliorhinus haeckelii"	"Freckled catshark"	"Roussette taches de son"	"Alitán pecoso"	"(Miranda-Ribeiro 1907)"	"Scyliorhinidae"	"CARCHARHINIFORMES"	0
